,Gene.name,First.Protein.Description,Intensity.M_1,Intensity.M_2,Intensity.M_3,Intensity.2D_1,Intensity.2D_2,Intensity.2D_3
5379,NR2F2,Nuclear receptor subfamily 2 group F member 2,0,0,0,0,0,0
5380,NR2F2,Nuclear receptor subfamily 2 group F member 2,0,95400,0,0,182000,0
5381,NR2F6,Nuclear receptor subfamily 2 group F member 6,0,0,0,0,0,0
5382,NR3C1,Glucocorticoid receptor,0,0,0,1030000,1200000,1.00E+06
5383,NRADD,Death domain-containing protein,8250000,9180000,11100000,13300000,11500000,15800000
5384,NRAS,"NRAS proto-onco, GTPase",72100000,60200000,2.00E+07,11300000,11400000,9420000
5385,NRBF2,Nuclear receptor binding factor 2,369000,0,0,403000,0,0
5386,NRBP1,Nuclear receptor binding protein 1,436000,628000,677000,1050000,1650000,807000
5387,NRBP2,Nuclear receptor binding protein 2,0,0,0,0,0,0
5388,NRBP2,Nuclear receptor binding protein 2,70600,73100,0,224000,340000,235000
5389,NRBP2,Nuclear receptor binding protein 2,0,71000,0,0,997000,0
5390,NRCAM,Neuronal cell adhesion molecule,0,0,0,0,508000,895000
5391,NRDC,Nardilysin convertase,698000,970000,1700000,2370000,2650000,2290000
5392,NRDE2,"NRDE-2, necessary for RNA interference, domain containing",0,0,0,0,0,0
5393,NRF1,Nuclear respiratory factor 1,0,183000,0,0,0,0
5394,NRG1,Neuregulin 1,110000,208000,0,0,0,0
5395,NRM,Nurim,0,0,0,0,0,0
5396,NRP1,Neuropilin,1700000,2720000,2590000,8140000,6270000,14600000
5397,NRP2,Neuropilin,1570000,824000,1870000,7740000,6630000,11700000
5398,NSA2,Ribosome biogenesis protein NSA2 homolog,0,0,0,0,0,0
5399,NSDHL,NAD(P) dependent steroid dehydrogenase-like,1060000,792000,0,2680000,3750000,2680000
5400,NSF,Vesicle-fusing ATPase,3510000,4570000,4250000,12300000,12800000,9970000
5401,NSFL1C,NSFL1 cofactor p47,4310000,2620000,5780000,4310000,2540000,5320000
5402,NSMAF,Neutral sphingomyelinase activation associated factor,284000,414000,0,0,204000,241000
5403,NSMCE1,Non-structural maintenance of chromosomes element 1 homolog,132000,151000,0,0,247000,0
5404,NSUN2,tRNA (cytosine(34)-C(5))-methyltransferase,815000,631000,0,1550000,2090000,1030000
5405,NSUN5,NOP2/Sun RNA methyltransferase 5,0,0,0,0,0,0
5406,NT5C,"5', 3'-nucleotidase, cytosolic",2970000,3490000,0,2450000,2480000,2380000
5407,NT5C2,"5'-nucleotidase, cytosolic II",858000,1130000,1470000,4040000,2910000,3.00E+06
5408,NT5C3A,5'-nucleotidase,0,0,0,0,85100,0
5409,NT5C3B,5'-nucleotidase,5190000,4840000,3570000,5910000,6440000,4880000
5410,NT5DC1,5'-nucleotidase domain containing 1,993000,991000,1160000,970000,789000,612000
5411,NT5DC2,5'-nucleotidase domain containing 2,0,0,0,0,0,0
5412,NT5DC3,5'-nucleotidase domain containing 3,0,0,0,0,0,0
5413,NT5E,5'-nucleotidase,1180000,0,1670000,1.68E+08,85600000,1.87E+08
5414,NTAN1,N-terminal asparagine amidase,445000,663000,0,955000,769000,905000
5415,NTAQ1,N-terminal glutamine amidase 1,1520000,2630000,2270000,203000,0,250000
5416,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,1110000,1080000,1110000,2420000,3730000,2520000
5417,NTN1,Netrin-1,0,0,0,0,0,0
5418,NTN4,Netrin 4,0,0,0,0,0,0
5419,NTPCR,Cancer-related nucleoside-triphosphatase,919000,782000,0,820000,877000,124000
5420,NUAK2,NUAK family kinase 2,0,0,0,0,0,0
5421,NUB1,Negative regulator of ubiquitin like proteins 1,607000,786000,0,2380000,2480000,1710000
5422,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1,534000,487000,0,314000,733000,275000
5423,NUBP2,Cytosolic Fe-S cluster assembly factor NUBP2,310000,575000,0,645000,826000,241000
5424,NUBPL,Nucleotide binding protein like,0,0,0,0,0,0
5425,NUCB1,Nucleobindin-1,2600000,1650000,3160000,3550000,4550000,3800000
5426,NUCB2,Nucleobindin 2,886000,497000,0,1190000,1390000,1330000
5427,NUCKS1,Nuclear casein kinase and cyclin dependent kinase substrate 1,3740000,3230000,11300000,4440000,725000,2050000
5428,NUDC,Nuclear migration protein nudC,4380000,4480000,8060000,1.00E+07,11700000,8790000
5429,NUDCD1,NudC domain-containing protein 1,2.00E+06,2130000,1770000,5220000,6480000,4370000
5430,NUDCD2,NudC domain containing 2,644000,461000,207000,0,593000,372000
5431,NUDCD3,NudC domain containing 3,270000,0,330000,321000,368000,305000
5432,NUDT1,Oxidized purine nucleoside triphosphate hydrolase,893000,861000,0,588000,836000,218000
5433,NUDT12,NAD-capped RNA hydrolase NUDT12,0,718000,0,251000,282000,0
5434,NUDT13,NAD(+) diphosphatase,0,0,0,0,0,0
5435,NUDT16,Nudix hydrolase 16,139000,197000,236000,1620000,992000,1220000
5436,NUDT16,Nudix hydrolase 16 like 1,265000,245000,0,502000,264000,302000
5437,NUDT16L1,Nudix hydrolase 16 like 1,74200,0,0,0,71700,0
5438,NUDT18,Nudix hydrolase 18,125000,80500,430000,537000,0,0
5439,NUDT19,Acyl-coenzyme A diphosphatase NUDT19,0,0,0,0,491000,0
5440,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],667000,469000,0,677000,706000,420000
5441,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,1620000,1410000,1890000,1940000,1390000,1220000
5442,NUDT22,Nudix hydrolase 22,125000,0,0,264000,0,0
5443,NUDT3,Nudix hydrolase 3,6730000,4840000,5690000,494000,2020000,2910000
5444,NUDT4,Nudix hydrolase domain-containing protein,35200,0,0,0,0,0
5445,NUDT4,Nudix hydrolase domain-containing protein,833000,626000,350000,316000,821000,321000
5446,NUDT4,Uncharacterized protein,113000,207000,0,73300,123000,0
5447,NUDT5,Nudix hydrolase 5,1040000,980000,979000,1330000,1140000,1130000
5448,NUDT5,Nudix hydrolase 5,5120000,4590000,3510000,7330000,5670000,6320000
5449,NUDT5,Nudix hydrolase 5,73100,111000,0,0,119000,0
5450,NUDT6,Nucleoside diphosphate-linked moiety X motif 6,383000,269000,0,112000,204000,0
5451,NUDT7,Nudix hydrolase 7,0,0,0,0,0,0
5452,NUDT8,Nudix hydrolase domain-containing protein,0,0,0,0,0,0
5453,NUDT9,Nudix hydrolase 9,1250000,1340000,1040000,504000,493000,187000
5454,NUF2,NUF2 component of NDC80 kinetochore complex,0,628000,0,0,0,0
5455,NUFIP2,Nuclear FMR1 interacting protein 2,0,0,119000,177000,283000,0
5456,NUMA1,Nuclear mitotic apparatus protein 1,491000,611000,757000,0,0,0
5457,NUMB,Numb-like protein,874000,0,3330000,3690000,3180000,6300000
5458,NUMB,Protein numb homolog,4480000,5430000,4270000,8690000,6340000,9600000
5459,NUMBL,NUMB like endocytic adaptor protein,0,0,0,0,0,0
5460,NUMBL,Numb-like protein,710000,0,0,3730000,3830000,5120000
5461,NUP107,Nuclear pore complex protein,0,211000,0,552000,564000,0
5462,NUP133,Nucleoporin 133,0,1100000,0,1400000,1170000,0
5463,NUP155,Nucleoporin 155,435000,574000,1250000,920000,934000,755000
5464,NUP160,Nucleoporin 160,0,0,0,0,0,0
5465,NUP188,Nucleoporin 188,49700,0,61200,341000,407000,0
5466,NUP205,Nucleoporin 205,198000,169000,352000,429000,463000,223000
5467,NUP210,BIG2 domain-containing protein,0,0,0,0,0,0
5468,NUP210L,Nucleoporin 210 like,0,0,0,0,0,0
5469,NUP214,Nucleoporin 214,0,0,0,547000,379000,252000
5470,NUP35,Nucleoporin NUP35,37000,110000,101000,128000,217000,0
5471,NUP37,Nucleoporin 37,0,0,277000,0,180000,0
5472,NUP43,Nucleoporin 43,309000,379000,488000,524000,540000,477000
5473,NUP54,Nucleoporin 54,947000,911000,1110000,758000,893000,609000
5474,NUP58,Nucleoporin 58,107000,0,0,0,386000,0
5475,NUP62,Nucleoporin 62,295000,288000,208000,384000,427000,149000
5476,NUP62CL,Nsp1_C domain-containing protein,0,0,0,0,0,292000
5477,NUP85,Nuclear pore complex protein Nup85,367000,452000,0,774000,1050000,609000
5478,NUP88,Nucleoporin 88,298000,525000,421000,493000,810000,0
5479,NUP93,Nuclear pore complex protein Nup93,736000,861000,872000,1990000,2340000,2030000
5480,NUP98,Nuclear pore complex protein Nup98-Nup96,0,0,0,493000,0,0
5481,NUS1,"Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyldiphosphate specific)",0,0,1840000,0,0,0
5482,NUTF2,Nuclear transport factor 2,4280000,3100000,3590000,5860000,3720000,6600000
5483,NVL,Nuclear VCP like,0,0,0,0,0,0
5484,NXF1,Nuclear RNA export factor 1,442000,277000,0,260000,353000,0
5485,NXN,Nucleoredoxin,1750000,1480000,0,2790000,4.00E+06,3200000
5486,NXNL1,Nucleoredoxin like 1,140000,0,0,0,0,0
5487,OAF,Out at first protein homolog,0,0,0,421000,869000,316000
5488,OARD1,O-acyl-ADP-ribose deacylase 1,666000,722000,0,0,264000,0
5489,OAS1,2'-5' oligoadenylate synthase,11500000,10400000,84700000,23700000,27400000,25400000
5490,OAS1,Ras association domain family member 1,1740000,1930000,1590000,5460000,5660000,4910000
5491,OAS2,2'-5' oligoadenylate synthase,35100000,47900000,3.40E+07,11100000,8560000,14500000
5492,OAS2,2'-5' oligoadenylate synthase,6290000,7630000,6630000,3770000,3250000,3530000
5493,OAS3,2'-5' oligoadenylate synthase,453000,331000,0,1390000,1650000,638000
5494,OAS3,2'-5' oligoadenylate synthase,1880000,2180000,1690000,7690000,8240000,4840000
5495,OAS3,2'-5'-oligoadenylate synthetase 3,421000,0,0,2710000,3670000,0
5496,Oasl1,2'-5' oligoadenylate synthetase-like 1,0,0,0,302000,382000,135000
5497,OAT,Ornithine aminotransferase,408000,443000,4810000,928000,1870000,511000
5498,OCIAD1,OCIA domain containing 1,0,0,0,0,54000,0
5499,OCIAD2,OCIA domain containing 2,0,0,0,0,0,0
5500,OCLN,Occludin,22600000,21100000,22600000,0,0,0
5501,OCRL,Phosphoinositide 5-phosphatase,1490000,1660000,1380000,5170000,5990000,5100000
5502,ODF2,Outer dense fiber of sperm tails 2,0,0,0,0,0,0
5503,ODF2L,Outer dense fiber of sperm tails 2 like,0,0,930000,564000,649000,972000
5504,ODF3L2,Outer dense fiber of sperm tails 3 like 2,0,0,0,0,0,0
5505,ODR4,Protein odr-4 homolog,0,0,0,370000,631000,485000
5506,OGA,O-GlcNAcase,598000,470000,0,1600000,1840000,1650000
5507,OGDH,Oxoglutarate dehydrogenase,0,0,0,0,876000,0
5508,OGDH,Oxoglutarate dehydrogenase (succinyl-transferring),0,0,0,199000,425000,0
5509,OGFOD1,Prolyl 3-hydroxylase OGFOD1,0,0,0,153000,0,0
5510,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3,0,0,0,0,0,0
5511,OGFR,OGFr_N domain-containing protein,552000,453000,0,1160000,1690000,848000
5512,OGN,Mimecan,0,244000,2840000,0,0,0
5513,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,894000,758000,857000,1860000,2.00E+06,1310000
5514,OLA1,Obg like ATPase 1,9270000,11200000,11700000,2.30E+07,19600000,2.00E+07
5515,OLA1,Obg-like ATPase 1,2150000,2510000,1960000,3640000,3090000,3030000
5516,OLFML2A,Olfactomedin like 2A,0,0,0,0,0,0
5517,OMA1,OMA1 zinc metallopeptidase,0,0,0,0,0,0
5518,OMD,Osteomodulin,0,0,1390000,0,0,0
5519,OPA1,"Dynamin-like 120 kDa protein, mitochondrial",777000,827000,2240000,2880000,2770000,2290000
5520,OPA1,"Dynamin-like 120 kDa protein, mitochondrial",0,0,0,0,590000,0
5521,OPA3,Outer mitochondrial membrane lipid metabolism regulator OPA3,0,0,0,0,231000,0
5522,OPHN1,Oligophrenin 1,401000,389000,0,0,0,0
5523,OPLAH,"5-oxoprolinase, ATP-hydrolysing",6410000,6220000,6230000,5630000,6640000,4820000
5524,OPTN,Optineurin,1590000,1500000,2180000,3020000,3210000,3040000
5525,OR1M1,Olfactory receptor,7.20E+07,80800000,0,0,0,3.03E+08
5526,OR6N2,Olfactory receptor,0,4760000,0,838000,1110000,816000
5527,ORAI2,ORAI calcium release-activated calcium modulator 2,136000,118000,0,0,107000,0
5528,ORAI3,ORAI calcium release-activated calcium modulator 3,236000,188000,348000,0,77500,0
5529,ORC2,Origin recognition complex subunit 2,0,0,0,0,0,0
5530,ORC3,Origin recognition complex subunit 3,0,87200,0,0,247000,0
5531,ORC4,Origin recognition complex subunit 4,11800,0,0,0,0,0
5532,ORC5,Origin recognition complex subunit 5,0,56200,0,0,0,0
5533,ORMDL1,ORM1-like protein,620000,816000,751000,1220000,975000,911000
5534,ORMDL1,ORM1-like protein,227000,234000,147000,51900,299000,0
5535,ORMDL1,ORM1-like protein,0,0,0,0,0,0
5536,ORMDL2,ORM1-like protein,87600,0,0,0,306000,0
5537,ORMDL3,ORM1-like protein,0,0,0,97500,385000,0
5538,OS9,OS9 endoplasmic reticulum lectin,0,0,0,748000,1230000,330000
5539,OSBP,Oxysterol-binding protein,2580000,2890000,3640000,3930000,4120000,3890000
5540,OSBPL10,Oxysterol-binding protein,0,435000,219000,1900000,3610000,1910000
5541,OSBPL10,Oxysterol-binding protein,675000,1070000,0,462000,438000,394000
5542,OSBPL10,Oxysterol-binding protein,245000,152000,0,1570000,1540000,466000
5543,OSBPL11,Oxysterol-binding protein,212000,0,413000,1270000,1580000,878000
5544,OSBPL1A,Oxysterol-binding protein,1830000,2070000,3080000,727000,848000,603000
5545,OSBPL1A,Oxysterol-binding protein,0,0,0,0,0,0
5546,OSBPL2,Oxysterol-binding protein,0,0,0,601000,443000,329000
5547,OSBPL3,Oxysterol-binding protein,791000,0,0,440000,1070000,394000
5548,OSBPL3,Oxysterol-binding protein,1260000,1270000,0,988000,1870000,691000
5549,OSBPL3,Oxysterol-binding protein,28200000,26500000,17100000,26700000,30500000,22800000
5550,OSBPL3,Oxysterol-binding protein,1020000,1320000,885000,1140000,1400000,1090000
5551,OSBPL5,Oxysterol-binding protein,0,263000,0,1200000,1240000,356000
5552,OSBPL5,Oxysterol-binding protein,88800,0,0,0,778000,0
5553,OSBPL6,Oxysterol-binding protein,0,0,0,696000,378000,0
5554,OSBPL7,Oxysterol-binding protein,223000,293000,0,223000,214000,0
5555,OSBPL8,Oxysterol-binding protein,22700,0,0,138000,558000,291000
5556,OSBPL9,Oxysterol-binding protein,1220000,1100000,888000,2140000,2800000,2300000
5557,OSCP1,Organic solute carrier partner 1,711000,836000,1080000,552000,629000,0
5558,OSGEP,tRNA N6-adenosine threonylcarbamoyltransferase,2100000,2230000,1920000,2530000,2410000,2210000
5559,OSMR,Oncostatin M receptor,5940000,5750000,6040000,3730000,3750000,3630000
5560,OSTC,Oligosaccharyltransferase complex subunit OSTC,418000,465000,0,998000,2370000,720000
5561,OSTF1,Osteoclast stimulating factor 1,18800000,17200000,11700000,19200000,17900000,18900000
5562,OSTM1,Osteoclastogenesis associated transmembrane protein 1,907000,326000,1340000,1470000,1070000,1580000
5563,OTUB1,Ubiquitin thioesterase,16200000,15100000,13400000,15100000,13900000,12900000
5564,OTUD1,Ubiquitinyl hydrolase 1,152000,136000,0,0,40300,0
5565,OTUD4,Ubiquitinyl hydrolase 1,457000,235000,277000,205000,205000,288000
5566,OTUD6B,Ubiquitinyl hydrolase 1,282000,376000,0,280000,354000,271000
5567,OTUD7B,Ubiquitinyl hydrolase 1,3700000,3980000,2330000,1280000,1310000,1320000
5568,OTULIN,OTU deubiquitinase with linear linkage specificity,1240000,981000,557000,0,919000,742000
5569,OXA1L,OXA1L mitochondrial inner membrane protein,0,0,0,0,0,0
5570,OXCT1,3-oxoacid CoA-transferase 1,0,336000,0,1380000,1760000,841000
5571,OXNAD1,Oxidoreductase NAD binding domain containing 1,0,0,0,0,0,0
5572,OXR1,Oxidation resistance 1,1510000,1430000,1610000,1160000,1520000,1290000
5573,OXR1,Oxidation resistance 1,224000,626000,243000,578000,597000,0
5574,OXSM,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",0,0,0,0,0,0
5575,OXSR1,Non-specific serine/threonine protein kinase,2620000,2530000,2710000,3310000,3740000,3090000
5576,OXSR1,Non-specific serine/threonine protein kinase,9190000,10700000,3310000,8590000,8900000,5920000
5577,P2RX4,P2X purinoceptor,533000,1110000,1970000,1390000,1410000,1880000
5578,P2RX7,P2X purinoceptor,899000,1290000,1070000,4710000,3060000,6080000
5579,P2RY2,P2Y purinoceptor 2,3910000,3910000,4220000,3020000,2650000,3290000
5580,P3H1,Procollagen-proline 3-dioxygenase,0,0,0,0,0,0
5581,P3H1,Procollagen-proline 3-dioxygenase,0,0,0,4.00E+05,380000,0
5582,P3H2,Procollagen-proline 3-dioxygenase,0,0,0,0,0,0
5583,P3H4,Uncharacterized protein,0,0,0,0,0,0
5584,P4HA1,Procollagen-proline 4-dioxygenase,412000,815000,831000,3200000,5130000,2010000
5585,P4HA2,Procollagen-proline 4-dioxygenase,1050000,6.00E+05,0,1950000,2980000,1110000
5586,P4HA3,Procollagen-proline 4-dioxygenase,0,0,0,0,0,0
5587,P4HB,Prolyl 4-hydroxylase subunit beta,752000,1100000,0,10800000,17900000,8640000
5588,P4HB,Protein disulfide-isomerase,0,0,0,621000,0,749000
5589,P4HB,Protein disulfide-isomerase,1210000,1450000,3650000,11100000,15300000,8300000
5590,P4HTM,"Prolyl 4-hydroxylase, transmembrane",0,0,0,111000,0,0
5591,PA2G4,Proliferation-associated 2G4,3340000,2920000,4080000,8710000,10700000,6120000
5592,PAAF1,Proteasomal ATPase associated factor 1,229000,122000,0,0,424000,1060000
5593,PABPC1,Polyadenylate-binding protein,9640000,11800000,5800000,13500000,19800000,8870000
5594,PABPC1,Polyadenylate-binding protein,2190000,1870000,1870000,2390000,3210000,2530000
5595,PABPC1,Polyadenylate-binding protein,3930000,4700000,5830000,11200000,11300000,8680000
5596,PABPC1,Polyadenylate-binding protein,4470000,4590000,5450000,7790000,9730000,7070000
5597,PABPC1L,Poly(A) binding protein cytoplasmic 1 like,79100000,63700000,2.03E+08,54500000,56500000,87600000
5598,PABPC1L,Poly(A) binding protein cytoplasmic 1 like,2480000,2210000,1750000,1610000,2410000,3080000
5599,PABPC1L,Poly(A) binding protein cytoplasmic 1 like,0,0,0,0,0,0
5600,PABPC1L,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,5.37E+08,6.04E+08,5.91E+08,6.34E+08,5.32E+08,5.77E+08
5601,PABPC1L,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,39900000,17800000,95600000,5450000,8980000,11800000
5602,PABPC1L,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,4660000,4150000,17700000,3670000,3750000,5480000
5603,PABPC4,Polyadenylate-binding protein,1170000,1250000,1590000,1750000,2180000,1300000
5604,PABPC4,Polyadenylate-binding protein,492000,504000,0,0,933000,0
5605,PABPC4L,Poly(A) binding protein cytoplasmic 4 like,2090000,0,0,0,0,622000
5606,PABPN1,BCL2 like 2,716000,553000,0,659000,7.00E+05,591000
5607,PACC1,Proton-activated chloride channel,647000,959000,0,0,605000,0
5608,PACS1,Kinesin light chain,1150000,1020000,858000,2620000,2950000,2200000
5609,PACS1,Phosphofurin acidic cluster sorting protein 1,198000,541000,0,915000,1240000,605000
5610,PACS1,Phosphofurin acidic cluster sorting protein 1,2270000,2220000,2250000,5410000,4810000,5090000
5611,PACS1,Phosphofurin acidic cluster sorting protein 1,374000,297000,0,613000,660000,1020000
5612,PACS2,Phosphofurin acidic cluster sorting protein 2,455000,492000,884000,1280000,985000,1180000
5613,PACSIN1,Protein kinase C and casein kinase substrate in neurons 2,0,0,182000,0,0,0
5614,PACSIN1,Protein kinase C and casein kinase substrate in neurons protein 1,267000,197000,0,216000,0,448000
5615,PACSIN1,Protein kinase C and casein kinase substrate in neurons protein 1,1130000,1310000,1140000,1180000,802000,2060000
5616,PACSIN2,Protein kinase C and casein kinase substrate in neurons 2,23100000,27200000,3.30E+07,15200000,9390000,19700000
5617,PACSIN2,Protein kinase C and casein kinase substrate in neurons 2,215000,317000,1490000,0,132000,242000
5618,PACSIN3,Protein kinase C and casein kinase substrate in neurons 3,53500000,46400000,35400000,10100000,11900000,14100000
5619,PADI2,Protein-arginine deiminase,0,0,0,1160000,724000,854000
5620,PAF1,RNA polymerase II-associated factor 1 homolog,0,0,0,0,0,0
5621,PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit alpha,11100000,10200000,1.10E+07,39900000,38900000,30700000
5622,PAFAH1B2,Platelet activating factor acetylhydrolase 1b catalytic subunit 2,13800000,9210000,0,13900000,10300000,8110000
5623,PAFAH1B3,Platelet activating factor acetylhydrolase 1b catalytic subunit 3,25600000,17800000,21200000,30600000,40400000,25100000
5624,PAFAH2,Platelet-activating factor acetylhydrolase,1.00E+06,1010000,0,517000,588000,475000
5625,PAG1,Phosphoprotein membrane anchor with glycosphingolipid microdomains 1,0,0,0,787000,488000,650000
5626,PAICS,AIRC domain-containing protein,16400000,16900000,19500000,26900000,26300000,24700000
5627,PAIP1,Poly(A) binding protein interacting protein 1,1530000,1590000,2330000,2680000,2230000,2380000
5628,PAK1,Non-specific serine/threonine protein kinase,489000,1250000,0,2440000,2150000,2510000
5629,PAK1,Non-specific serine/threonine protein kinase,2180000,2040000,2300000,1100000,1570000,1060000
5630,PAK1,Non-specific serine/threonine protein kinase,1550000,1300000,2270000,558000,1240000,580000
5631,PAK1,Non-specific serine/threonine protein kinase,512000,223000,0,978000,1100000,965000
5632,PAK2,Non-specific serine/threonine protein kinase,9680000,11100000,12300000,9730000,7530000,9680000
5633,PAK2,Non-specific serine/threonine protein kinase,2520000,2160000,0,2950000,2160000,3430000
5634,PAK3,P21 (RAC1) activated kinase 3,0,0,0,122000,143000,0
5635,PAK4,Non-specific serine/threonine protein kinase,1730000,2580000,0,709000,532000,477000
5636,PAK4,P21 (RAC1) activated kinase 4,5490000,7020000,8520000,3780000,3960000,4790000
5637,PAK6,Non-specific serine/threonine protein kinase,366000,359000,0,0,0,0
5638,PALD1,Phosphatase domain containing paladin 1,0,0,0,329000,211000,3.00E+05
5639,PALLD,"Palladin, cytoskeletal associated protein",0,189000,0,2510000,2300000,2070000
5640,PALM,Paralemmin,6630000,6480000,5520000,2880000,2180000,3170000
5641,PALM2AKAP2,AKAP2_C domain-containing protein,10300000,9830000,5940000,6720000,5910000,5410000
